run_id;arquivo_instancia;ninst;tem_janelas;heuristica_retirada;tamanho_clientes;nos_rede;veiculos;capacidade;tabu;tipo_geracao;tempo_exato;tempo_bp;fo_exato;fo_bp;gap_pct;igual_exato;nos_bp;colunas_bp;seq_exato;seq_bp;timestamp
tam25_cap200_tabu0_inst0_cons10;instancias/c101N,txt;0;1;10;25;27;3;200;0;PD;0,2858;205,2841;191,8136;191,8136;0;1;1;423;"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,5,3,7,8,10,11,9,6,4,2,1,26] ; V2: [0,20,24,25,23,22,21,26]";25/03/2026 18:27
tam25_cap200_tabu0_inst0_cons0;instancias/c101N,txt;0;1;0;25;27;3;200;0;PD;0,2858;222,3433;191,8136;191,8136;0;1;1;273;"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";25/03/2026 18:38
tam25_cap200_tabu0_inst0_cons1;instancias/c101N,txt;0;1;1;25;27;3;200;0;PD;0,2858;377,9364;191,8136;191,8136;0;1;1;393;"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,5,3,7,8,10,11,9,6,4,2,1,26] ; V2: [0,20,24,25,23,22,21,26]";25/03/2026 18:44
tam25_cap200_tabu0_inst0_cons2;instancias/c101N,txt;0;1;2;25;27;3;200;0;PD;0,2858;539,4902;191,8136;191,8136;0;1;1;509;"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";"V0: [0,5,3,7,8,10,11,9,6,4,2,1,26] ; V1: [0,13,17,18,19,15,16,14,12,26] ; V2: [0,20,24,25,23,22,21,26]";25/03/2026 18:53
tam25_cap200_tabu0_inst0_cons3;instancias/c101N,txt;0;1;3;25;27;3;200;0;PD;0,2858;803,6397;191,8136;211,5798;10,3049;0;45;1050;"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";"V0: [0,20,24,25,23,22,26] ; V1: [0,13,17,18,19,15,16,14,12,1,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,21,26]";25/03/2026 19:07
tam25_cap200_tabu0_inst0_cons3;instancias/c101N,txt;0;1;22;25;27;3;200;0;PD;0,2858;3365;191,8136;191,8136;0;0;1;354;"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";"V0: [0,20,24,25,23,22,26] ; V1: [0,13,17,18,19,15,16,14,12,1,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,21,26]";25/03/2026 19:07
tam25_cap200_tabu0_inst1_cons10;instancias/c101_multpJan_open,txt;1;0;10;25;27;3;200;0;PD;1203,0711;3766,1899;188,0493;189,3041;0,6673;0;4;742;"V0: [0,11,12,14,16,15,19,18,17,13,26] ; V1: [0,10,8,9,6,4,2,1,3,5,7,26] ; V2: [0,21,22,23,25,24,20,26]";"V0: [0,7,8,10,11,9,6,4,2,1,3,5,26] ; V1: [0,21,22,25,24,20,26] ; V2: [0,13,15,12,14,16,19,18,17,23,26]";25/03/2026 20:29
tam25_cap200_tabu0_inst1_cons0;instancias/c101_multpJan_open,txt;1;0;0;25;27;3;200;0;PD;1203,0711;4701,9394;188,0493;219,4;16,6715;0;7;1071;"V0: [0,11,12,14,16,15,19,18,17,13,26] ; V1: [0,10,8,9,6,4,2,1,3,5,7,26] ; V2: [0,21,22,23,25,24,20,26]";"V0: [0,25,23,10,26] ; V1: [0,13,17,18,19,15,16,14,12,11,26] ; V2: [0,20,24,22,21,8,9,6,7,4,2,1,3,5,26]";25/03/2026 21:48
tam25_cap200_tabu0_inst1_cons1;instancias/c101_multpJan_open,txt;1;0;1;25;27;3;200;0;PD;1203,0711;3618,8218;188,0493;204,3185;8,6516;0;30;1519;"V0: [0,11,12,14,16,15,19,18,17,13,26] ; V1: [0,10,8,9,6,4,2,1,3,5,7,26] ; V2: [0,21,22,23,25,24,20,26]";"V0: [0,13,15,12,14,16,19,18,17,24,26] ; V1: [0,22,25,26] ; V2: [0,20,21,23,10,11,9,8,6,4,2,1,3,5,7,26]";25/03/2026 22:48
tam25_cap200_tabu0_inst1_cons2;instancias/c101_multpJan_open,txt;1;0;2;25;27;3;200;0;PD;1203,0711;4049,2914;188,0493;220,2763;17,1375;0;36;2106;"V0: [0,11,12,14,16,15,19,18,17,13,26] ; V1: [0,10,8,9,6,4,2,1,3,5,7,26] ; V2: [0,21,22,23,25,24,20,26]";"V0: [0,11,12,14,16,15,19,18,17,13,26] ; V1: [0,9,6,8,23,26] ; V2: [0,20,21,22,24,25,10,7,4,2,1,3,5,26]";25/03/2026 23:56
tam25_cap200_tabu0_inst1_cons3;instancias/c101_multpJan_open,txt;1;0;3;25;27;3;200;0;PD;1203,0711;1269,6313;188,0493;189,0022;0,5067;0;43;1855;"V0: [0,11,12,14,16,15,19,18,17,13,26] ; V1: [0,10,8,9,6,4,2,1,3,5,7,26] ; V2: [0,21,22,23,25,24,20,26]";"V0: [0,20,24,25,22,21,26] ; V1: [0,23,13,17,18,19,15,16,14,12,26] ; V2: [0,7,5,3,1,2,4,6,8,9,11,10,26]";26/03/2026 00:17
tam25_cap200_tabu0_inst0_cons10;instancias/c102,txt;0;0;10;25;27;3;200;0;PD;209,893;765;1,907,376;1,907,376;0,0;1;1;615;"V0: [0,7,8,10,11,9,6,4,2,1,3,5,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,13,17,18,19,15,16,14,12,26]";"V0: [0,20,24,25,23,22,21,26] ; V1: [0,7,8,10,11,9,6,4,2,1,3,5,26] ; V2: [0,13,17,18,19,15,16,14,12,26]";26/03/2026 09:03
tam25_cap200_tabu0_inst0_cons0;instancias/c102,txt;0;0;0;25;27;3;200;0;PD;209,893;914;1,907,376;1,907,376;0,0;1;1;525;"V0: [0,7,8,10,11,9,6,4,2,1,3,5,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,13,17,18,19,15,16,14,12,26]";"V0: [0,20,24,25,23,22,21,26] ; V1: [0,7,8,10,11,9,6,4,2,1,3,5,26] ; V2: [0,13,17,18,19,15,16,14,12,26]";26/03/2026 09:18
tam25_cap200_tabu0_inst0_cons1;instancias/c102,txt;0;0;1;25;27;3;200;0;PD;273,237;842;1,907,376;1,907,376;0,0;1;1;596;"V0: [0,7,8,10,11,9,6,4,2,1,3,5,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,13,17,18,19,15,16,14,12,26]";"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,7,8,10,11,9,6,4,2,1,3,5,26] ; V2: [0,20,24,25,23,22,21,26]";26/03/2026 10:40
tam25_cap200_tabu0_inst0_cons10;instancias/c101N,txt;0;0;10;25;27;3;200;0;PD;0,2755;188,9574;191,8136;191,8136;0,0;1;1;975;"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";"V0: [0,5,3,7,8,10,11,9,6,4,2,1,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,13,17,18,19,15,16,14,12,26]";2026-03-26 11:50:48
tam25_cap200_tabu0_inst0_cons10;instancias/c101N,txt;0;0;10;25;27;3;200;0;PD;0,2873;174,7843;191,8136;191,8136;0,0;1;1;921;"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";"V0: [0,5,3,7,8,10,11,9,6,4,2,1,26] ; V1: [0,13,17,18,19,15,16,14,12,26] ; V2: [0,20,24,25,23,22,21,26]";2026-03-26 12:03:08
tam25_cap200_tabu0_inst0_cons10;instancias/c101N,txt;0;0;10;25;27;3;200;0;PD;0,2821;208,6635;191,8136;191,8136;0,0;1;1;921;"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";"V0: [0,5,3,7,8,10,11,9,6,4,2,1,26] ; V1: [0,13,17,18,19,15,16,14,12,26] ; V2: [0,20,24,25,23,22,21,26]";2026-03-26 12:07:09
tam25_cap200_tabu0_inst0_cons10;instancias/c101N,txt;0;0;10;25;27;3;200;0;PD;0,282;189,4249;191,8136;191,8136;0,0;1;1;921;"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";"V0: [0,5,3,7,8,10,11,9,6,4,2,1,26] ; V1: [0,13,17,18,19,15,16,14,12,26] ; V2: [0,20,24,25,23,22,21,26]";2026-03-26 12:10:57
tam25_cap200_tabu0_inst0_cons10;instancias/c101N,txt;0;0;10;25;27;3;200;0;PD;0,2787;110,8011;191,8136;191,8136;0,0;1;1;975;"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";"V0: [0,5,3,7,8,10,11,9,6,4,2,1,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,13,17,18,19,15,16,14,12,26]";2026-03-26 12:16:32
tam25_cap200_tabu0_inst0_cons0;instancias/c101N,txt;0;0;0;25;27;3;200;0;PD;0,2787;157,9332;191,8136;191,8136;0,0;1;1;795;"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";"V0: [0,5,3,7,8,10,11,9,6,4,2,1,26] ; V1: [0,13,17,18,19,15,16,14,12,26] ; V2: [0,20,24,25,23,22,21,26]";2026-03-26 12:19:10
tam25_cap200_tabu0_inst0_cons1;instancias/c101N,txt;0;0;1;25;27;3;200;0;PD;0,2787;146,1569;191,8136;191,8136;0,0;1;1;1161;"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";2026-03-26 12:21:36
tam25_cap200_tabu0_inst0_cons2;instancias/c101N,txt;0;0;2;25;27;3;200;0;PD;0,2787;94,0417;191,8136;191,8136;0,0;1;1;999;"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,5,3,7,8,10,11,9,6,4,2,1,26] ; V2: [0,20,24,25,23,22,21,26]";2026-03-26 12:23:10
tam25_cap200_tabu0_inst0_cons3;instancias/c101N,txt;0;0;3;25;27;3;200;0;PD;0,2787;1224,6114;191,8136;264,7235;38,0108;0;17955;1551;"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";"V0: [0,13,17,18,15,16,14,12,21,26] ; V1: [0,20,24,25,8,10,11,9,6,4,2,1,26] ; V2: [0,5,3,7,19,23,22,26]";2026-03-26 12:43:35
tam25_cap200_tabu0_inst0_cons22;instancias/c101N,txt;0;0;22;25;27;3;200;0;PD;0,2787;279,2704;191,8136;191,8136;0,0;1;1;354;"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";"V0: [0,20,24,25,23,22,21,26] ; V1: [0,13,17,18,19,15,16,14,12,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";2026-03-26 12:48:14
tam25_cap200_tabu0_inst0_cons10;instancias/c102,txt;0;0;10;25;27;3;200;0;PD;21,396;165,5973;190,7376;190,7376;0,0;1;1;1506;"V0: [0,7,8,10,11,9,6,4,2,1,3,5,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,13,17,18,19,15,16,14,12,26]";"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,7,8,10,11,9,6,4,2,1,3,5,26] ; V2: [0,20,24,25,23,22,21,26]";2026-03-26 12:51:21
tam25_cap200_tabu0_inst0_cons0;instancias/c102,txt;0;0;0;25;27;3;200;0;PD;21,396;352,8247;190,7376;190,7376;0,0;1;1;1389;"V0: [0,7,8,10,11,9,6,4,2,1,3,5,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,13,17,18,19,15,16,14,12,26]";"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,7,8,10,11,9,6,4,2,1,3,5,26] ; V2: [0,20,24,25,23,22,21,26]";2026-03-26 12:57:14
tam25_cap200_tabu0_inst0_cons1;instancias/c102,txt;0;0;1;25;27;3;200;0;PD;21,396;103,186;190,7376;202,1078;5,9612;0;1;1506;"V0: [0,7,8,10,11,9,6,4,2,1,3,5,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,13,17,18,19,15,16,14,12,26]";"V0: [0,21,7,8,10,11,9,6,4,2,1,3,5,26] ; V1: [0,20,24,25,23,22,26] ; V2: [0,13,17,18,19,15,16,14,12,26]";2026-03-26 12:58:57
tam25_cap200_tabu0_inst0_cons2;instancias/c102,txt;0;0;2;25;27;3;200;0;PD;21,396;311,5942;190,7376;190,7376;0,0;1;1;1506;"V0: [0,7,8,10,11,9,6,4,2,1,3,5,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,13,17,18,19,15,16,14,12,26]";"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,7,8,10,11,9,6,4,2,1,3,5,26]";2026-03-26 13:04:09
tam25_cap200_tabu0_inst0_cons3;instancias/c102,txt;0;0;3;25;27;3;200;0;PD;21,396;409,2563;190,7376;233,9557;22,6584;0;111;3474;"V0: [0,7,8,10,11,9,6,4,2,1,3,5,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,13,17,18,19,15,16,14,12,26]";"V0: [0,7,12,8,10,11,9,6,4,2,1,3,5,26] ; V1: [0,20,24,25,21,26] ; V2: [0,13,17,18,19,15,16,14,23,22,26]";2026-03-26 13:10:58
tam25_cap200_tabu0_inst0_cons22;instancias/c102,txt;0;0;22;25;27;3;200;0;PD;21,396;872,3952;190,7376;190,7376;0,0;1;1;657;"V0: [0,7,8,10,11,9,6,4,2,1,3,5,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,13,17,18,19,15,16,14,12,26]";"V0: [0,20,24,25,23,22,21,26] ; V1: [0,13,17,18,19,15,16,14,12,26] ; V2: [0,7,8,10,11,9,6,4,2,1,3,5,26]";2026-03-26 13:25:30
tam25_cap200_tabu0_inst0_cons10;instancias/c103,txt;0;0;10;25;27;3;200;0;PD;1202,3031;493,5129;190,7376;190,7376;0,0;1;7;1734;"V0: [0,20,24,25,23,22,21,26] ; V1: [0,13,17,18,19,15,16,14,12,26] ; V2: [0,7,8,10,11,9,6,4,2,1,3,5,26]";"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,7,8,10,11,9,6,4,2,1,3,5,26]";2026-03-26 13:53:46
tam25_cap200_tabu0_inst0_cons0;instancias/c103,txt;0;0;0;25;27;3;200;0;PD;1202,3031;3510,2113;190,7376;190,7376;0,0;1;1;1365;"V0: [0,20,24,25,23,22,21,26] ; V1: [0,13,17,18,19,15,16,14,12,26] ; V2: [0,7,8,10,11,9,6,4,2,1,3,5,26]";"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,7,8,10,11,9,6,4,2,1,3,5,26] ; V2: [0,20,24,25,23,22,21,26]";2026-03-26 14:52:16
tam25_cap200_tabu0_inst0_cons1;instancias/c103,txt;0;0;1;25;27;3;200;0;PD;1202,3031;274,7297;190,7376;199,4971;4,5924;0;1;1506;"V0: [0,20,24,25,23,22,21,26] ; V1: [0,13,17,18,19,15,16,14,12,26] ; V2: [0,7,8,10,11,9,6,4,2,1,3,5,26]";"V0: [0,7,8,10,11,9,6,4,2,1,3,5,26] ; V1: [0,13,17,15,12,14,16,19,18,24,26] ; V2: [0,20,25,23,22,21,26]";2026-03-26 14:56:51
tam25_cap200_tabu0_inst0_cons2;instancias/c103,txt;0;0;2;25;27;3;200;0;PD;1202,3031;3600,119;190,7376;-1;;;0;0;"V0: [0,20,24,25,23,22,21,26] ; V1: [0,13,17,18,19,15,16,14,12,26] ; V2: [0,7,8,10,11,9,6,4,2,1,3,5,26]";SEM_SEQUENCIA_BP;2026-03-26 15:56:51
tam25_cap200_tabu0_inst0_cons3;instancias/c103,txt;0;0;3;25;27;3;200;0;PD;1202,3031;2709,9453;190,7376;212,788;11,5606;0;271;5781;"V0: [0,20,24,25,23,22,21,26] ; V1: [0,13,17,18,19,15,16,14,12,26] ; V2: [0,7,8,10,11,9,6,4,2,1,3,5,26]";"V0: [0,13,17,19,18,15,16,14,12,5,26] ; V1: [0,21,23,22,20,26] ; V2: [0,24,25,8,10,11,9,6,4,2,1,3,7,26]";2026-03-26 16:42:01
tam25_cap200_tabu0_inst0_cons10;instancias/c101N,txt;0;0;10;25;27;3;200;0;PD;0,2704;99,733;191,8136;191,8136;0,0;1;1;975;"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";"V0: [0,5,3,7,8,10,11,9,6,4,2,1,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,13,17,18,19,15,16,14,12,26]";2026-03-26 16:51:36
tam25_cap200_tabu0_inst0_cons0;instancias/c101N,txt;0;0;0;25;27;3;200;0;PD;0,2704;144,1426;191,8136;191,8136;0,0;1;1;795;"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";"V0: [0,5,3,7,8,10,11,9,6,4,2,1,26] ; V1: [0,13,17,18,19,15,16,14,12,26] ; V2: [0,20,24,25,23,22,21,26]";2026-03-26 16:54:00
tam25_cap200_tabu0_inst0_cons1;instancias/c101N,txt;0;0;1;25;27;3;200;0;PD;0,2704;222,6229;191,8136;191,8136;0,0;1;1;1161;"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";2026-03-26 16:57:43
tam25_cap200_tabu0_inst0_cons2;instancias/c101N,txt;0;0;2;25;27;3;200;0;PD;0,2704;135,4966;191,8136;191,8136;0,0;1;1;999;"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,5,3,7,8,10,11,9,6,4,2,1,26] ; V2: [0,20,24,25,23,22,21,26]";2026-03-26 16:59:58
tam25_cap200_tabu0_inst0_cons10;instancias/r101,txt;0;0;10;25;27;8;200;0;PD;0,7315;24,9706;618,3299;618,3299;0,0;1;1;1176;"V0: [0,12,9,20,1,26] ; V1: [0,11,19,10,26] ; V2: [0,18,26] ; V3: [0,23,22,4,26] ; V4: [0,7,8,17,26] ; V5: [0,5,16,6,26] ; V6: [0,2,21,3,24,25,26] ; V7: [0,14,15,13,26]";"V0: [0,12,9,20,1,26] ; V1: [0,7,8,17,26] ; V2: [0,23,22,4,26] ; V3: [0,2,21,3,24,25,26] ; V4: [0,14,15,13,26] ; V5: [0,18,26] ; V6: [0,11,19,10,26] ; V7: [0,5,16,6,26]";2026-03-26 17:06:40
tam25_cap200_tabu0_inst0_cons0;instancias/r101,txt;0;0;0;25;27;8;200;0;PD;0,7315;68,9391;618,3299;618,3299;-0,0;1;1;848;"V0: [0,12,9,20,1,26] ; V1: [0,11,19,10,26] ; V2: [0,18,26] ; V3: [0,23,22,4,26] ; V4: [0,7,8,17,26] ; V5: [0,5,16,6,26] ; V6: [0,2,21,3,24,25,26] ; V7: [0,14,15,13,26]";"V0: [0,14,15,13,26] ; V1: [0,18,26] ; V2: [0,23,22,4,25,26] ; V3: [0,2,21,3,24,26] ; V4: [0,12,9,20,1,26] ; V5: [0,5,16,6,26] ; V6: [0,11,19,10,26] ; V7: [0,7,8,17,26]";2026-03-26 17:07:49
tam25_cap200_tabu0_inst0_cons1;instancias/r101,txt;0;0;1;25;27;8;200;0;PD;0,7315;21,856;618,3299;618,3299;-0,0;1;1;1064;"V0: [0,12,9,20,1,26] ; V1: [0,11,19,10,26] ; V2: [0,18,26] ; V3: [0,23,22,4,26] ; V4: [0,7,8,17,26] ; V5: [0,5,16,6,26] ; V6: [0,2,21,3,24,25,26] ; V7: [0,14,15,13,26]";"V0: [0,2,21,3,24,25,26] ; V1: [0,12,9,20,1,26] ; V2: [0,11,19,10,26] ; V3: [0,18,26] ; V4: [0,23,22,4,26] ; V5: [0,14,15,13,26] ; V6: [0,5,16,6,26] ; V7: [0,7,8,17,26]";2026-03-26 17:08:11
tam25_cap200_tabu0_inst0_cons2;instancias/r101,txt;0;0;2;25;27;8;200;0;PD;0,7315;35,8466;618,3299;618,3299;0,0;1;1;1184;"V0: [0,12,9,20,1,26] ; V1: [0,11,19,10,26] ; V2: [0,18,26] ; V3: [0,23,22,4,26] ; V4: [0,7,8,17,26] ; V5: [0,5,16,6,26] ; V6: [0,2,21,3,24,25,26] ; V7: [0,14,15,13,26]";"V0: [0,2,21,3,24,25,26] ; V1: [0,12,9,20,1,26] ; V2: [0,11,19,10,26] ; V3: [0,23,22,4,26] ; V4: [0,7,8,17,26] ; V5: [0,18,26] ; V6: [0,5,16,6,26] ; V7: [0,14,15,13,26]";2026-03-26 17:08:47
tam25_cap200_tabu0_inst0_cons3;instancias/r101,txt;0;0;3;25;27;8;200;0;PD;0,7315;2,7226;618,3299;646,8649;4,6148;0;1;976;"V0: [0,12,9,20,1,26] ; V1: [0,11,19,10,26] ; V2: [0,18,26] ; V3: [0,23,22,4,26] ; V4: [0,7,8,17,26] ; V5: [0,5,16,6,26] ; V6: [0,2,21,3,24,25,26] ; V7: [0,14,15,13,26]";"V0: [0,14,15,22,4,25,26] ; V1: [0,18,6,13,26] ; V2: [0,7,8,26] ; V3: [0,5,16,17,26] ; V4: [0,2,21,3,1,26] ; V5: [0,11,19,10,26] ; V6: [0,12,9,20,26] ; V7: [0,23,24,26]";2026-03-26 17:08:49
tam25_cap200_tabu0_inst0_cons22;instancias/r101,txt;0;0;22;25;27;8;200;0;PD;0,7315;105,4837;618,3299;618,3299;-0,0;1;1;480;"V0: [0,12,9,20,1,26] ; V1: [0,11,19,10,26] ; V2: [0,18,26] ; V3: [0,23,22,4,26] ; V4: [0,7,8,17,26] ; V5: [0,5,16,6,26] ; V6: [0,2,21,3,24,25,26] ; V7: [0,14,15,13,26]";"V0: [0,5,16,6,26] ; V1: [0,14,15,13,26] ; V2: [0,12,9,20,1,26] ; V3: [0,7,8,17,26] ; V4: [0,18,26] ; V5: [0,11,19,10,26] ; V6: [0,2,21,3,24,26] ; V7: [0,23,22,4,25,26]";2026-03-26 17:10:35
tam25_cap200_tabu0_inst0_cons10;instancias/r101,txt;0;0;10;25;27;8;200;0;PD;0,7396;25,3171;618,3299;618,3299;0,0;1;1;1176;"V0: [0,12,9,20,1,26] ; V1: [0,11,19,10,26] ; V2: [0,18,26] ; V3: [0,23,22,4,26] ; V4: [0,7,8,17,26] ; V5: [0,5,16,6,26] ; V6: [0,2,21,3,24,25,26] ; V7: [0,14,15,13,26]";"V0: [0,12,9,20,1,26] ; V1: [0,7,8,17,26] ; V2: [0,23,22,4,26] ; V3: [0,2,21,3,24,25,26] ; V4: [0,14,15,13,26] ; V5: [0,18,26] ; V6: [0,11,19,10,26] ; V7: [0,5,16,6,26]";2026-03-26 19:40:32
tam25_cap200_tabu0_inst0_cons10;instancias/r102,txt;0;0;10;25;27;7;200;0;PD;1200,9863;1620,0409;548,1078;548,1078;0,0;1;2585;2170;"V0: [0,14,16,6,13,26] ; V1: [0,3,9,20,1,26] ; V2: [0,7,11,19,10,26] ; V3: [0,2,15,22,4,25,26] ; V4: [0,18,26] ; V5: [0,8,17,5,26] ; V6: [0,21,23,24,12,26]";"V0: [0,3,9,20,1,26] ; V1: [0,8,17,5,26] ; V2: [0,21,23,24,12,26] ; V3: [0,7,11,19,10,26] ; V4: [0,18,26] ; V5: [0,14,16,6,13,26] ; V6: [0,2,15,22,4,25,26]";2026-03-26 20:27:33
tam25_cap200_tabu0_inst0_cons10;instancias/r103,txt;0;0;10;25;27;5;200;0;PD;1201,1936;185,2481;468,2479;455,6982;-2,6801;0;1;1525;"V0: [0,7,19,11,10,26] ; V1: [0,2,21,23,22,4,25,26] ; V2: [0,14,15,6,13,26] ; V3: [0,1,20,9,3,24,12,26] ; V4: [0,18,8,17,16,5,26]";"V0: [0,12,24,3,9,10,20,1,26] ; V1: [0,21,23,22,4,25,26] ; V2: [0,7,19,11,8,18,26] ; V3: [0,2,15,14,16,17,5,26] ; V4: [0,6,13,26]";2026-03-26 20:50:39
tam25_cap200_tabu0_inst0_cons10;instancias/r104,txt;0;0;10;25;27;4;200;0;PD;1201,6167;162,7161;453,6869;417,9612;-7,8745;0;3;1732;"V0: [0,15,16,14,13,26] ; V1: [0,21,22,23,4,2,6,26] ; V2: [0,7,19,11,8,17,5,18,26] ; V3: [0,1,10,20,9,3,24,25,12,26]";"V0: [0,12,24,3,9,20,10,1,26] ; V1: [0,2,15,14,16,17,5,26] ; V2: [0,7,19,11,8,18,6,13,26] ; V3: [0,21,22,23,4,25,26]";2026-03-26 21:13:23
tam25_cap200_tabu0_inst0_cons10;instancias/r105,txt;0;0;10;25;27;6;200;0;PD;17,6753;45,5649;531,5386;531,5386;0,0;1;1;1242;"V0: [0,5,14,16,6,26] ; V1: [0,12,9,3,24,25,26] ; V2: [0,2,15,13,26] ; V3: [0,21,23,22,4,26] ; V4: [0,7,18,8,17,26] ; V5: [0,19,11,10,20,1,26]";"V0: [0,19,11,10,20,1,26] ; V1: [0,21,23,22,4,26] ; V2: [0,7,18,8,17,26] ; V3: [0,2,15,13,26] ; V4: [0,12,9,3,24,25,26] ; V5: [0,5,14,16,6,26]";2026-03-26 21:14:27
tam25_cap200_tabu0_inst0_cons10;instancias/r106,txt;0;0;10;25;27;5;200;0;PD;1096,8556;896,2332;466,4802;466,4802;-0,0;1;135;2515;"V0: [0,2,15,23,22,4,25,21,26] ; V1: [0,14,16,6,13,26] ; V2: [0,7,19,11,10,26] ; V3: [0,18,8,17,5,26] ; V4: [0,1,9,20,3,24,12,26]";"V0: [0,2,15,23,22,4,25,21,26] ; V1: [0,7,19,11,10,26] ; V2: [0,1,9,20,3,24,12,26] ; V3: [0,14,16,6,13,26] ; V4: [0,18,8,17,5,26]";2026-03-26 21:47:40
